Filename,Category,Input_Text,Abstractive_Reference_Summary,Extractive_Reference_Summary
resume_44.txt,Skill,"ভাষা: JavaScript (ES6+), TypeScript, HTML5, CSS3 । ফ্রেমওয়ার্ক/লাইব্রেরি: React.js, Next.js, Vue.js । স্টেট ম্যানেজমেন্ট: Redux, Context API । টুলস: Git, Webpack, npm/yarn","প্রার্থী জাভাস্ক্রিপ্ট (ES6+), টাইপস্ক্রিপ্ট, HTML5 এবং CSS3-এ পারদর্শী এবং রিয়্যাক্ট, নেক্সট এবং ভিউ ফ্রেমওয়ার্কে উন্নয়ন করতে সক্ষম। তিনি রিডাক্স ও কন্টেক্সট API ব্যবহার করে স্টেট ম্যানেজমেন্টে অভিজ্ঞ এবং গিট, ওয়েবপ্যাক, npm/yarn ইত্যাদি টুলস দক্ষতার সঙ্গে ব্যবহার করেন।","ভাষা: JavaScript (ES6+), TypeScript, HTML5, CSS3, ফ্রেমওয়ার্ক/লাইব্রেরি: Reactjs, Nextjs, Vuejs, স্টেট ম্যানেজমেন্ট: Redux, Context API, টুলস: Git, Webpack, npm/yarn"
resume_45.txt,Objective,"বর্জ্য ব্যবস্থাপনা, পানি শোধন ও পরিবেশগত প্রভাব সংক্রান্ত ডেটা বিশ্লেষণের মাধ্যমে টেকসই উন্নয়ন ও সিদ্ধান্ত গ্রহণ প্রক্রিয়ায় গুরুত্বপূর্ণ ভূমিকা রাখতে আগ্রহী","বর্জ্য ব্যবস্থাপনা, পানি শোধন এবং পরিবেশগত প্রভাব সংক্রান্ত ডেটা বিশ্লেষণে দক্ষতা অর্জন করে টেকসই উন্নয়নে অবদান রাখতে ইচ্ছুক। এই ক্ষেত্রগুলোর বিশ্লেষণমূলক কাজের মাধ্যমে সিদ্ধান্ত গ্রহণ প্রক্রিয়াকে শক্তিশালী করতে এবং পরিবেশ সংরক্ষণে গুরুত্বপূর্ণ ভূমিকা পালন করতে আগ্রহী।","বর্জ্য ব্যবস্থাপনা, পানি শোধন ও পরিবেশগত প্রভাব সংক্রান্ত ডেটা বিশ্লেষণের মাধ্যমে টেকসই উন্নয়ন ও সিদ্ধান্ত গ্রহণ প্রক্রিয়ায় গুরুত্বপূর্ণ ভূমিকা রাখতে আগ্রহী"
resume_45.txt,Experience,ডেটা বিশ্লেষক (এনভায়রনমেন্টাল) | । ইকো কনসাল্টেন্টস লিমিটেড | । জুন ২০২০ - বর্তমান । এক্সেল ও এসকিউএল ব্যবহার করে ইন্ডাস্ট্রিয়াল ইফ্লুয়েন্ট ট্রিটমেন্ট প্ল্যান্টের (ইটিপি) পারফরম্যান্স ডেটা সংগ্রহ ও অ্যানালাইসিস করেছি । এনভায়রনমেন্টাল ইমপ্যাক্ট অ্যাসেসমেন্ট (ইআইএ) রিপোর্টের জন্য ডেটা ট্র্যাক করে এনালাইসিস রিপোর্ট তৈরি করেছি । পাওয়ার বিআই-তে ড্যাশবোর্ড তৈরি করে বর্জ্য ব্যবস্থাপনা ও রিসাইক্লিং প্রকল্পের পারফরম্যান্স মনিটর করেছি । সাইট ইঞ্জিনিয়ার | । ওয়েস্ট ম্যানেজমেন্ট প্রোজেক্ট | । ফেব্রুয়ারি ২০২০ - মে ২০২০ । ল্যান্ডফিল সাইট অপারেশনের ডেটা সংগ্রহ করে এক্সেলে রিপোর্ট তৈরি করেছি,ডেটা বিশ্লেষক হিসেবে তিনি এক্সেল ও এসকিউএল ব্যবহার করে ইন্ডাস্ট্রিয়াল ইফ্লুয়েন্ট ট্রিটমেন্ট প্ল্যান্টের পারফরম্যান্স ডেটা সংগ্রহ ও বিশ্লেষণ করে এনভায়রনমেন্টাল ইমপ্যাক্ট অ্যাসেসমেন্ট রিপোর্ট প্রস্তুত করেন এবং পাওয়ার বিআই‑তে ড্যাশবোর্ড তৈরি করে বর্জ্য ব্যবস্থাপনা ও রিসাইক্লিং প্রকল্পের কার্যকারিতা পর্যবেক্ষণ করেন। পূর্বে সাইট ইঞ্জিনিয়ার হিসাবে ল্যান্ডফিল সাইটের অপারেশন ডেটা সংগ্রহ করে এক্সেলে রিপোর্ট তৈরি করে সাইট ব্যবস্থাপনা সমর্থন করেন।,এক্সেল ও এসকিউএল ব্যবহার করে ইন্ডাস্ট্রিয়াল ইফ্লুয়েন্ট ট্রিটমেন্ট প্ল্যান্টের (ইটিপি) পারফরম্যান্স ডেটা সংগ্রহ ও অ্যানালাইসিস করেছি | পাওয়ার বিআই-তে ড্যাশবোর্ড তৈরি করে বর্জ্য ব্যবস্থাপনা ও রিসাইক্লিং প্রকল্পের পারফরম্যান্স মনিটর করেছি
resume_45.txt,Education,বি.এসসি. ইন এনভায়রনমেন্টাল ইঞ্জিনিয়ারিং । খুলনা প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয় (কুয়েট) । সিজিপিএ: ৩.৪০/৪.০০ (২০১৬-২০২০) । পেশাদার সার্টিফিকেট ইন ডেটা অ্যানালিটিক্স । গুগল সার্টিফিকেট (Coursera) । ২০২৩,খুলনা প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয় থেকে পরিবেশ প্রকৌশলে বি.এসসি. (সিজিপিএ ৩.৪০/৪.০০) সম্পন্ন করেছেন (২০১৬‑২০২০)। এছাড়াও গুগল (Coursera) থেকে ডেটা অ্যানালিটিক্সে পেশাদার সার্টিফিকেট অর্জন করেছেন (২০২৩)।,খুলনা প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয় (কুয়েট)
resume_45.txt,Skill,"ডেটা অ্যানালাইসিস: এক্সেল, এসকিউএল (বেসিক) । ডেটা ভিজুয়ালাইজেশন: পাওয়ার বিআই । এনভায়রনমেন্টাল ডেটা ম্যানেজমেন্ট । ওয়েস্টওয়াটার ট্রিটমেন্ট (ইটিপি/এসটিপি) ডেটা অ্যানালাইসিস । এনভায়রনমেন্টাল ইমপ্যাক্ট অ্যাসেসমেন্ট (ইআইএ) ও রেগুলেশনস","এক্সেল ও বেসিক এসকিউএল ব্যবহার করে ডেটা বিশ্লেষণ এবং পাওয়ার বিআই দিয়ে ডেটা ভিজুয়ালাইজেশন করতে পারদর্শী। পরিবেশগত ডেটা ব্যবস্থাপনা, বর্জ্যজল পরিশোধন (ইটিপি/এসটিপি) বিশ্লেষণ এবং পরিবেশগত প্রভাব মূল্যায়ন ও নিয়মাবলী অনুসরণে অভিজ্ঞ।","ডেটা অ্যানালাইসিস: এক্সেল, এসকিউএল (বেসিক), ডেটা ভিজুয়ালাইজেশন: পাওয়ার বিআই, এনভায়রনমেন্টাল ডেটা ম্যানেজমেন্ট, ওয়েস্টওয়াটার ট্রিটমেন্ট (ইটিপি/এসটিপি) ডেটা অ্যানালাইসিস, এনভায়রনমেন্টাল ইমপ্যাক্ট অ্যাসেসমেন্ট (ইআইএ) ও রেগুলেশনস"
resume_46.txt,Objective,ইন্টারেক্টিভ অ্যানিমেশন ও ভিজুয়াল ইফেক্টস তৈরির টুল এবং ওয়েব-ভিত্তিক মাল্টিমিডিয়া অ্যাপ্লিকেশন ডেভেলপমেন্টের মাধ্যমে ডিজিটাল কন্টেন্ট তৈরির প্রক্রিয়ায় গুরুত্বপূর্ণ ভূমিকা রাখতে আগ্রহী,ইন্টারেক্টিভ অ্যানিমেশন ও ভিজুয়াল ইফেক্টস তৈরির টুল ব্যবহার করে ডিজিটাল কন্টেন্ট তৈরি করতে ইচ্ছুক। ওয়েব‑ভিত্তিক মাল্টিমিডিয়া অ্যাপ্লিকেশন ডেভেলপমেন্টের মাধ্যমে এই প্রক্রিয়ায় গুরুত্বপূর্ণ ভূমিকা পালন করতে চান।,ইন্টারেক্টিভ অ্যানিমেশন ও ভিজুয়াল ইফেক্টস তৈরির টুল এবং ওয়েব-ভিত্তিক মাল্টিমিডিয়া অ্যাপ্লিকেশন ডেভেলপমেন্টের মাধ্যমে ডিজিটাল কন্টেন্ট তৈরির প্রক্রিয়ায় গুরুত্বপূর্ণ ভূমিকা রাখতে আগ্রহী
resume_46.txt,Experience,সফটওয়্যার ইঞ্জিনিয়ার (ক্রিয়েটিভ টেক) | । ক্রিয়েটিভ মিডিয়া ওয়ার্কস | । অক্টোবর ২০২০ - বর্তমান । জাভাস্ক্রিপ্ট এবং Three.js লাইব্রেরি ব্যবহার করে ওয়েব-ভিত্তিক 3D অ্যানিমেশন এবং ইন্টারেক্টিভ ভিজুয়াল ইফেক্ট ডেভেলপ করেছি । পাইথন স্ক্রিপ্ট লিখেছি যা After Effects-এ স্বয়ংক্রিয়ভাবে character animation এবং motion graphics তৈরি করতে সক্ষম । রিঅ্যাক্ট জেএস ব্যবহার করে ভিডিও এডিটিং ও কম্পোজিটিংয়ের জন্য একটি ওয়েব অ্যাপ্লিকেশন ডেভেলপ করেছি । ফিগমা ডিজাইন থেকে জটিল অ্যানিমেশন কম্পোনেন্ট কোডে ইমপ্লিমেন্ট করেছি । জুনিয়র সফটওয়্যার ডেভেলপার | । অ্যানিমেশন স্টুডিও লিমিটেড | । মে ২০২০ - সেপ্টেম্বর ২০২০ । পাইথন ও জ্যাঙ্গো ব্যবহার করে অ্যানিমেশন প্রজেক্ট ম্যানেজমেন্ট টুল ডেভেলপমেন্টে সহায়তা করেছি । স্টোরিবোর্ড ডিজিটালাইজেশন ও অ্যানিমেশন অ্যাসেট ম্যানেজমেন্টের জন্য ডেটাবেজ ডিজাইন করেছি । গিট ব্যবহার করে ভার্সন কন্ট্রোল এবং টিমের সাথে কোড রিভিউ প্রক্রিয়ায় অংশগ্রহণ করেছি,"ক্রিয়েটিভ টেক-এ সফটওয়্যার ইঞ্জিনিয়ার হিসেবে তিনি জাভাস্ক্রিপ্ট, Three.js এবং রিঅ্যাক্ট জেএস ব্যবহার করে ওয়েব-ভিত্তিক 3D অ্যানিমেশন, ইন্টারেক্টিভ ভিজুয়াল ইফেক্ট এবং ভিডিও এডিটিং অ্যাপ্লিকেশন তৈরি করেছেন, পাশাপাশি পাইথন স্ক্রিপ্টের মাধ্যমে After Effects‑এ স্বয়ংক্রিয় ক্যারেক্টার অ্যানিমেশন উৎপাদন করেছেন। পূর্বে অ্যানিমেশন স্টুডিও লিমিটেডে জুনিয়র ডেভেলপার হিসেবে পাইথন ও জ্যাঙ্গো ব্যবহার করে অ্যানিমেশন প্রজেক্ট ম্যানেজমেন্ট টুল ও অ্যাসেট ম্যানেজমেন্টের ডেটাবেজ ডিজাইন করেছেন এবং গিটের মাধ্যমে ভার্সন কন্ট্রোল ও কোড রিভিউ পরিচালনা করেছেন।",জাভাস্ক্রিপ্ট এবং Threejs লাইব্রেরি ব্যবহার করে ওয়েব-ভিত্তিক 3D অ্যানিমেশন এবং ইন্টারেক্টিভ ভিজুয়াল ইফেক্ট ডেভেলপ করেছি | পাইথন স্ক্রিপ্ট লিখেছি যা After Effects-এ স্বয়ংক্রিয়ভাবে character animation এবং motion graphics তৈরি করতে সক্ষম
resume_46.txt,Education,বিএফএ (গ্রাফিক ডিজাইন) । শান্ত-মারিয়াম ইউনিভার্সিটি অফ ক্রিয়েটিভ টেকনোলজি । সিজিপিএ: ৩.৫০/৪.০০ (২০১৬-২০২০) । সার্টিফিকেট ইন ফুল-স্ট্যাক ওয়েব ডেভেলপমেন্ট । সৃজনশীল আইটি ইনস্টিটিউট । সম্পূর্ণকরণ: ২০২২,"শান্ত-মারিয়াম ইউনিভার্সিটি অফ ক্রিয়েটিভ টেকনোলজি থেকে ২০১৬‑২০২০ সালে গ্রাফিক ডিজাইনে বিএফএ (সিজিপিএ ৩.৫০/৪.০০) সম্পন্ন করেছেন। এছাড়া, ২০২২ সালে সৃজনশীল আইটি ইনস্টিটিউট থেকে ফুল‑স্ট্যাক ওয়েব ডেভেলপমেন্টে সার্টিফিকেট অর্জন করেছেন।",শান্ত-মারিয়াম ইউনিভার্সিটি অফ ক্রিয়েটিভ টেকনোলজি
resume_46.txt,Skill,"ফ্রন্টএন্ড ডেভেলপমেন্ট: জাভাস্ক্রিপ্ট, রিঅ্যাক্ট জেএস, Three.js, ওয়েবজিএল । ব্যাকএন্ড ডেভেলপমেন্ট: পাইথন, জ্যাঙ্গো । ডেটাবেজ: মাইএসকিউএল । ক্রিয়েটিভ টুলস: Adobe After Effects, Premiere Pro (স্ক্রিপ্টিং ও অটোমেশন), ফিগমা । 3D অ্যানিমেশন ও মোশন গ্রাফিক্স । গিট ও ভার্সন কন্ট্রোল","ফ্রন্টএন্ডে জাভাস্ক্রিপ্ট, রিঅ্যাক্ট জেএস, Three.js এবং WebGL ব্যবহার করে ইন্টারেক্টিভ ইউজার ইন্টারফেস তৈরি করতে পারদর্শী; ব্যাকএন্ডে পাইথন ও জ্যাঙ্গো দিয়ে সার্ভার‑সাইড লজিক ও API ডেভেলপমেন্টে দক্ষ। ডেটাবেস হিসেবে MySQL এবং গিট‑ভিত্তিক ভার্সন কন্ট্রোলের অভিজ্ঞতা রয়েছে, পাশাপাশি Adobe After Effects, Premiere Pro (স্ক্রিপ্টিং ও অটোমেশন) ও ফিগমা ব্যবহার করে 3D অ্যানিমেশন ও মোশন গ্রাফিক্স তৈরি করতে সক্ষম।","ফ্রন্টএন্ড ডেভেলপমেন্ট: জাভাস্ক্রিপ্ট, রিঅ্যাক্ট জেএস, Threejs, ওয়েবজিএল, ব্যাকএন্ড ডেভেলপমেন্ট: পাইথন, জ্যাঙ্গো, ডেটাবেজ: মাইএসকিউএল, ক্রিয়েটিভ টুলস: Adobe After Effects, Premiere Pro (স্ক্রিপ্টিং ও অটোমেশন), ফিগমা, 3D অ্যানিমেশন ও মোশন গ্রাফিক্স, গিট ও ভার্সন কন্ট্রোল"
resume_47.txt,Objective,"ইনভেন্টরি, লজিস্টিকস ও ডিমান্ড ফোরকাস্টিং সংক্রান্ত ডেটা বিশ্লেষণের মাধ্যমে সাপ্লাই চেইনের কার্যকারিতা ও সিদ্ধান্ত গ্রহণ প্রক্রিয়া উন্নয়নে গুরুত্বপূর্ণ ভূমিকা রাখতে আগ্রহী","ইনভেন্টরি, লজিস্টিকস ও ডিমান্ড ফোরকাস্টিং বিশ্লেষণের মাধ্যমে সাপ্লাই চেইনের কার্যকারিতা বাড়াতে ইচ্ছুক। ডেটা-ভিত্তিক সিদ্ধান্ত গ্রহণে গুরুত্বপূর্ণ ভূমিকা পালন করতে তিনি প্রস্তুত।","ইনভেন্টরি, লজিস্টিকস ও ডিমান্ড ফোরকাস্টিং সংক্রান্ত ডেটা বিশ্লেষণের মাধ্যমে সাপ্লাই চেইনের কার্যকারিতা ও সিদ্ধান্ত গ্রহণ প্রক্রিয়া উন্নয়নে গুরুত্বপূর্ণ ভূমিকা রাখতে আগ্রহী"
resume_47.txt,Experience,ডেটা বিশ্লেষক (সাপ্লাই চেইন) । | কুইক সাপ্লাই চেইন লিমিটেড । | আগস্ট ২০২০ - বর্তমান । এক্সেল ও এসকিউএল ব্যবহার করে ইনভেন্টরি টার্নওভার ও সেফটি স্টক লেভেলের ডেটা সংগ্রহ ও অ্যানালাইসিস করেছি । সেলস ডেটা অ্যানালাইসিস করে ডিমান্ড ফোরকাস্টিং মডেল তৈরি করেছি । পাওয়ার বিআই-তে ড্যাশবোর্ড তৈরি করে সাপ্লায়ার পারফরম্যান্স ও লজিস্টিকস কস্ট মনিটর করেছি । লজিস্টিকস ইন্টার্ন । | গ্লোবাল ট্রেড লিংক । | মার্চ ২০২০ - জুলাই ২০২০ । শিপিং ডকুমেন্টেশন ও কাস্টমস সংক্রান্ত ডেটা সংগ্রহ করে এক্সেলে রিপোর্ট তৈরি করেছি,"ডেটা বিশ্লেষক হিসেবে কুইক সাপ্লাই চেইন লিমিটেডে এক্সেল ও এসকিউএল ব্যবহার করে ইনভেন্টরি টার্নওভার, সেফটি স্টক এবং সেলস ডেটা বিশ্লেষণ করে ডিমান্ড ফোরকাস্টিং মডেল তৈরি ও পাওয়ার বিআই‑তে সাপ্লায়ার পারফরম্যান্স ও লজিস্টিকস খরচের ড্যাশবোর্ড নির্মাণ করেছেন। পূর্বে গ্লোবাল ট্রেড লিংকে লজিস্টিকস ইন্টার্ন হিসেবে শিপিং ডকুমেন্টেশন ও কাস্টমস ডেটা সংগ্রহ করে এক্সেলে রিপোর্ট প্রস্তুত করার অভিজ্ঞতা অর্জন করেছেন।",এক্সেল ও এসকিউএল ব্যবহার করে ইনভেন্টরি টার্নওভার ও সেফটি স্টক লেভেলের ডেটা সংগ্রহ ও অ্যানালাইসিস করেছি | পাওয়ার বিআই-তে ড্যাশবোর্ড তৈরি করে সাপ্লায়ার পারফরম্যান্স ও লজিস্টিকস কস্ট মনিটর করেছি
resume_47.txt,Education,বি.বি.এ (সাপ্লাই চেইন ম্যানেজমেন্ট) । ইস্টার্ন ইউনিভার্সিটি । সিজিপিএ: ৩.৬০/৪.০০ (২০১৬-২০২০),ইস্টার্ন ইউনিভার্সিটি থেকে সাপ্লাই চেইন ম্যানেজমেন্টে বি.বি.এ সম্পন্ন করেছেন। ২০১৬ থেকে ২০২০ পর্যন্ত পড়াশোনার সময় মোট জিপিএ ৩.৬০ অর্জন করেছেন।,বিবিএ (সাপ্লাই চেইন ম্যানেজমেন্ট)
resume_47.txt,Skill,"ডেটা অ্যানালাইসিস: এক্সেল, এসকিউএল (বেসিক) । ডেটা ভিজুয়ালাইজেশন: পাওয়ার বিআই । সাপ্লাই চেইন অ্যানালিটিক্স । ইনভেন্টরি ম্যানেজমেন্ট ও ডিমান্ড প্ল্যানিং । ইআরপি সিস্টেম (SAP SD/MM - বেসিক)","ডেটা বিশ্লেষণে এক্সেল এবং বেসিক এসকিউএল ব্যবহার করে দক্ষতা রয়েছে, পাশাপাশি পাওয়ার বিআই দিয়ে ডেটা ভিজুয়ালাইজেশন করতে পারদর্শী। সাপ্লাই চেইন অ্যানালিটিক্স, ইনভেন্টরি ম্যানেজমেন্ট এবং ডিমান্ড প্ল্যানিংয়ে অভিজ্ঞতা রয়েছে, এবং SAP SD/MM এর বেসিক জ্ঞান রয়েছে।","ডেটা অ্যানালাইসিস: এক্সেল, এসকিউএল (বেসিক), ডেটা ভিজুয়ালাইজেশন: পাওয়ার বিআই, সাপ্লাই চেইন অ্যানালিটিক্স, ইনভেন্টরি ম্যানেজমেন্ট ও ডিমান্ড প্ল্যানিং, ইআরপি সিস্টেম (SAP SD/MM - বেসিক)"
resume_48.txt,Objective,ডেটা অ্যানালিস্ট হিসেবে কাজ করার মাধ্যমে নিজের দক্ষতাগুলোকে তুলে ধরা এবং বাস্তবজীবনে সেগুলোর প্রয়োগ ঘটানো,ডেটা অ্যানালিস্ট হিসেবে কাজ করে নিজের বিশ্লেষণাত্মক দক্ষতা প্রদর্শন করতে চান। বাস্তব জীবনের সমস্যার সমাধানে এই দক্ষতাগুলোকে কার্যকরভাবে প্রয়োগ করার লক্ষ্য রাখেন।,ডেটা অ্যানালিস্ট হিসেবে কাজ করার মাধ্যমে নিজের দক্ষতাগুলোকে তুলে ধরা এবং বাস্তবজীবনে সেগুলোর প্রয়োগ ঘটানো
resume_48.txt,Experience,"ডেটা অ্যানালিস্ট, । বিগএইস লিমিটেড, ২০২৪ – বর্তমান । ডেটাসেটসমূহ বিশ্লেষণ করা । সঠিক টুলস ব্যবহারের মাধ্যমে রিপোর্ট তৈরি এবং এনালাইসিস",বিগএইস লিমিটেডে ডেটা অ্যানালিস্ট হিসেবে ২০২৪ থেকে কাজ করছেন; তিনি বিভিন্ন ডেটাসেট বিশ্লেষণ করেন এবং সঠিক টুলস ব্যবহার করে বিশদ রিপোর্ট প্রস্তুত করেন। তার বিশ্লেষণাত্মক দক্ষতা সংস্থার সিদ্ধান্ত গ্রহণ প্রক্রিয়াকে সমর্থন করে।,ডেটাসেটসমূহ বিশ্লেষণ করা | সঠিক টুলস ব্যবহারের মাধ্যমে রিপোর্ট তৈরি এবং এনালাইসিস
resume_48.txt,Education,"বি. এসসি, ফলিত গণিত । ঢাকা বিশ্ববিদ্যালয় । সিজিপিএ: “৩.৭০/৪.০০”",ঢাকা বিশ্ববিদ্যালয় থেকে গণিত বিষয়ে বি.এসসি সম্পন্ন করেছেন। সিজিপিএ ৩.৭০ (৪.০০ এর মধ্যে) অর্জন করেছেন।,ঢাকা বিশ্ববিদ্যালয়
resume_48.txt,Skill,Hadoop । Power BI । Matplotlib,প্রার্থী Hadoop-এ ডেটা প্রক্রিয়াকরণে পারদর্শী এবং Power BI ব্যবহার করে ড্যাশবোর্ড ও বিশ্লেষণাত্মক রিপোর্ট তৈরি করতে সক্ষম। এছাড়া Matplotlib লাইব্রেরি ব্যবহার করে ভিজ্যুয়াল ডেটা বিশ্লেষণ ও গ্রাফিক্স তৈরিতে দক্ষ।,"SQL, Hadoop, Power BI, Matplotlib"
resume_49.txt,Objective,"একটি ফার্মাসিউটিক্যাল কোম্পানিতে মেডিকেল রিপ্রেজেন্টেটিভ হিসেবে কাজ করা, যেখানে আমি ডাক্তার এবং ফার্মাসিস্টদের সাথে সম্পর্ক গড়ে তুলে কোম্পানির প্রোডাক্ট সম্পর্কে awareness তৈরি এবং sales target অর্জন করতে পারি",ফার্মাসিউটিক্যাল ক্ষেত্রে মেডিকেল রিপ্রেজেন্টেটিভ হিসেবে কাজ করে ডাক্তার ও ফার্মাসিস্টদের সঙ্গে দৃঢ় সম্পর্ক গড়ে তুলতে চাই। কোম্পানির পণ্য সম্পর্কে সচেতনতা বৃদ্ধি করে বিক্রয় লক্ষ্যমাত্রা অর্জনে সক্ষম হব। এই লক্ষ্য অর্জনের জন্য আমি সক্রিয়ভাবে তথ্য প্রদান ও সমন্বয় কাজ করব।,"একটি ফার্মাসিউটিক্যাল কোম্পানিতে মেডিকেল রিপ্রেজেন্টেটিভ হিসেবে কাজ করা, যেখানে আমি ডাক্তার এবং ফার্মাসিস্টদের সাথে সম্পর্ক গড়ে তুলে কোম্পানির প্রোডাক্ট সম্পর্কে awareness তৈরি এবং sales target অর্জন করতে পারি"
resume_49.txt,Experience,মেডিকেল রিপ্রেজেন্টেটিভ | । লাইফকেয়ার ফার্মা লিমিটেড | এপ্রিল ২০২১ - বর্তমান । assigned territory (ঢাকা উত্তর) এর ডাক্তার এবং ফার্মাসিস্টদের কাছে regular visit করা । কোম্পানির নতুন ও existing products সম্পর্কে scientific presentation দেওয়া । sales data analysis করে territory sales plan তৈরি করা । সেলস এক্সিকিউটিভ | হেলথকার প্রোডাক্টস | সেপ্টেম্বর ২০২০ - মার্চ ২০২১ । medical devices এবং consumables এর sales করা,"মেডিকেল রিপ্রেজেন্টেটিভ হিসেবে লাইফকেয়ার ফার্মা লিমিটেডে (এপ্রিল ২০২১‑বর্তমান) ঢাকা উত্তর অঞ্চলের ডাক্তার ও ফার্মাসিস্টদের নিয়মিত ভিজিট, পণ্য উপস্থাপন এবং বিক্রয় ডেটা বিশ্লেষণ করে সেলস পরিকল্পনা তৈরি করা হয়। পূর্বে হেলথকার প্রোডাক্টসে (সেপ্টেম্বর ২০২০‑মার্চ ২০২১) মেডিকেল ডিভাইস ও কনজিউমেবলসের বিক্রয় দায়িত্ব পালন করা হয়েছে।",assigned territory (ঢাকা উত্তর) এর ডাক্তার এবং ফার্মাসিস্টদের কাছে regular visit করা | সেলস এক্সিকিউটিভ | হেলথকার প্রোডাক্টস | সেপ্টেম্বর ২০২০ - মার্চ ২০২১
resume_49.txt,Education,বি. ফার্ম (অনার্স) । ঢাকা বিশ্ববিদ্যালয় । সিজিপিএ: ৩.২০/৪.০০ (২০১৬-২০২০),ঢাকা বিশ্ববিদ্যালয় থেকে ২০১৬ থেকে ২০২০ পর্যন্ত বি. ফার্ম (অনার্স) সম্পন্ন করেছেন। সিজিপিএ ৪.০ এর মধ্যে ৩.২০ অর্জন করেছেন।,সিজিপিএ: ৩২০/৪০০ (২০১৬-২০২০)
resume_49.txt,Skill,সেলস অ্যান্ড মার্কেটিং । মেডিকেল নলেজ (ফার্মাকোলজি) । relationship building । communication and presentation skills,"প্রার্থী সেলস ও মার্কেটিং ক্ষেত্রে দক্ষ এবং ফার্মাকোলজি সম্পর্কিত মেডিকেল জ্ঞান রাখেন। তিনি সম্পর্ক গঠন, যোগাযোগ এবং প্রেজেন্টেশন দক্ষতায় পারদর্শী। এসব ক্ষমতা তাকে গ্রাহক সংযোগ ও বিক্রয় বৃদ্ধি করতে সক্ষম করে।","সেলস অ্যান্ড মার্কেটিং, মেডিকেল নলেজ (ফার্মাকোলজি), relationship building, communication and presentation skills"
resume_5.txt,Objective,"একটি প্রগতিশীল প্রতিষ্ঠানে মানবসম্পদ ব্যবস্থাপক হিসেবে যোগদান করা, যেখানে আমি কৌশলগত HR পরিকল্পনা, ট্যালেন্ট অ্যাকুইজিশন এবং এমপ্লয়ি রিলেশনস ম্যানেজমেন্টের মাধ্যমে প্রতিষ্ঠানের লক্ষ্য অর্জনে ভূমিকা রাখতে পারি","প্রগতিশীল প্রতিষ্ঠানে মানবসম্পদ ব্যবস্থাপক হিসেবে কাজ করে কৌশলগত HR পরিকল্পনা, ট্যালেন্ট অ্যাকুইজিশন এবং কর্মচারী সম্পর্ক ব্যবস্থাপনা কার্যকর করতে ইচ্ছুক। এসবের মাধ্যমে প্রতিষ্ঠানের লক্ষ্য অর্জনে সক্রিয়ভাবে অবদান রাখতে চাই।","একটি প্রগতিশীল প্রতিষ্ঠানে মানবসম্পদ ব্যবস্থাপক হিসেবে যোগদান করা, যেখানে আমি কৌশলগত HR পরিকল্পনা, ট্যালেন্ট অ্যাকুইজিশন এবং এমপ্লয়ি রিলেশনস ম্যানেজমেন্টের মাধ্যমে প্রতিষ্ঠানের লক্ষ্য অর্জনে ভূমিকা রাখতে পারি"
resume_5.txt,Experience,"এইচআর ম্যানেজার | । স্টার টেকনোলজিস | । সেপ্টেম্বর ২০১৮ - বর্তমান । সম্পূর্ণ রিক্রুটমেন্ট সাইকেল ম্যানেজ করা, জব পোস্টিং থেকে ফাইনাল সিলেকশন পর্যন্ত । এমপ্লয়ি অনবোর্ডিং, ট্রেনিং, এবং ডেভেলপমেন্ট প্রোগ্রাম পরিচালনা করা । পারফরম্যান্স ম্যানেজমেন্ট সিস্টেম ডিজাইন ও বাস্তবায়ন । এমপ্লয়ি গ্রিভেন্স হ্যান্ডলিং এবং লেবার ল কমপ্লায়েন্স নিশ্চিতকরণ । এইচআর এক্সিকিউটিভ । | মিডাস গ্রুপ । | নভেম্বর ২০১৫ - আগস্ট ২০১৮ । রিজিউম স্ক্রিনিং এবং ইন্টারভিউ শিডিউলিং । এমপ্লয়ি ডাটাবেস ম্যানেজমেন্ট","স্টার টেকনোলজিসে এইচআর ম্যানেজার হিসেবে তিনি সম্পূর্ণ রিক্রুটমেন্ট সাইকেল, এমপ্লয়ি অনবোর্ডিং, ট্রেনিং ও ডেভেলপমেন্ট প্রোগ্রাম, পারফরম্যান্স ম্যানেজমেন্ট সিস্টেম এবং গ্রিভেন্স হ্যান্ডলিংসহ লেবার ল কমপ্লায়েন্স নিশ্চিত করার দায়িত্ব পালন করছেন। পূর্বে মিডাস গ্রুপে এইচআর এক্সিকিউটিভ হিসেবে রিজিউম স্ক্রিনিং, ইন্টারভিউ শিডিউলিং এবং এমপ্লয়ি ডাটাবেস ম্যানেজমেন্টে কাজ করেছেন।","সম্পূর্ণ রিক্রুটমেন্ট সাইকেল ম্যানেজ করা, জব পোস্টিং থেকে ফাইনাল সিলেকশন পর্যন্ত | এমপ্লয়ি গ্রিভেন্স হ্যান্ডলিং এবং লেবার ল কমপ্লায়েন্স নিশ্চিতকরণ"
