Filename,Category,Summary
resume_27.txt,Objective,পর্যটন সংক্রান্ত ডেটা সংগ্রহ ও বিশ্লেষণ করে মার্কেট ট্রেন্ড সনাক্তকরণ এবং ভ্রমণ পরিকল্পনা উন্নত করতে ইচ্ছুক। এই লক্ষ্য অর্জনের মাধ্যমে ব্যবসায়িক সিদ্ধান্ত গ্রহণে গুরুত্বপূর্ণ অবদান রাখতে চান।
resume_27.txt,Experience,"বাংলাদেশ ট্যুরিজম বোর্ড থেকে ডেটা বিশ্লেষক হিসেবে ২০১৯ থেকে বর্তমান পর্যন্ত কাজ করছেন, যেখানে তিনি দেশি-বিদেশি পর্যটকদের আগমন সংক্রান্ত ডেটা সংগ্রহ, ক্লিনিং ও বিশ্লেষণ করেছেন। এছাড়া, এই দুইটি সিদ্ধান্তের মাধ্যমে পর্যটন উন্নয়নে অবদান রাখছেন।"
resume_27.txt,Education,গুগল (Coursera) থেকে ডেটা অ্যানালিটিক্সে পেশাদার সার্টিফিকেট সম্পন্ন করেছেন ২০২৩ সালে। এছাড়া তিনি বি.এ (ইতিহাস) ডিগ্রি অর্জন করে ২০২৪ সালে সম্পন্ন করতে সক্ষম হয়েছেন।
resume_27.txt,Skill,"ডেটা বিশ্লেষণে এক্সেল (পাওয়ার কোয়েরি, পিভট টেবিল) ও এসকিউএল ব্যবহার করে দক্ষতা রয়েছে, পাশাপাশি পাওয়ার বিআই ও টেবলু দিয়ে ডেটা ভিজুয়ালাইজেশন করতে পারদর্শী। পাইথন (প্যান্ডাস, নামপাই‐বেসিক) প্রোগ্রামিং, ডিসক্রিপটিভ স্ট্যাটিস্টিক্স ও ট্রেন্ড অ্যানালাইসিসের মাধ্যমে পরিসংখ্যানগত সংস্থার অভিজ্ঞতা পর্যবেক্ষণ করা যায়।"
resume_28.txt,Objective,ইঞ্জিনিয়ারিং সিমুলেশন সফটওয়্যার ডেভেলপমেন্ট এবং অ্যালগরিদম অপটিমাইজেশন ব্যবহার করে জটিল স্ট্রাকচারাল বিশ্লেষণ ও ডিজাইন প্রক্রিয়াকে স্বয়ংক্রিয় ও উন্নত করতে ইচ্ছুক। এই ক্ষেত্রে গুরুত্বপূর্ণ অবদান রাখতে চান।
resume_28.txt,Experience,"সেপ্টেম্বর ২০১৯ থেকে সি++ ও পাইথন ব্যবহার করে ফিনাইট এলিমেন্ট অ্যানালাইসিস (FEA) সফটওয়্যারের জন্য নিউমেরিক্যাল সল্ভার ডেভেলপ ও অপটিমাইজ করেছেন। এছাড়া, বর্তমানে তিনি সি++‐এ কাজ করছেন।"
resume_28.txt,Education,চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয় থেকে ২০১৫ থেকে ২০১৯ পর্যন্ত সিভিল ইঞ্জিনিয়ারিং-এ বি.এসসি. সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৫৫ অর্জিত।
resume_28.txt,Skill,"পাইথন (নামপাই, সাইপাই), সি++ এবং বেসিক ফোরট্রানসহ বিভিন্ন প্রোগ্রামিং ভাষায় দক্ষতা রয়েছে, পাশাপাশি ফিনাইট এলিমেন্ট অ্যানালাইসিস ও নিউমেরিক্যাল মেথডসের মাধ্যমে কম্পিউটেশনাল মেকানিক্সে পারদর্শী। ETABS, SAP2000 ও ওপেনসোর্স FEA লাইব্রেরি ব্যবহার করে সিমুলেশন সফটওয়্যার ডেটা ভিজুয়ালাইজেশন, ম্যাটপ্লটলিব ও ম্যাটল্যা"
resume_29.txt,Objective,আমি একটি প্রতিষ্ঠানে কাস্টমার সার্ভিস ম্যানেজার হিসেবে কাজ করে সেবা কোয়ালিটি উন্নত করতে এবং গ্রাহকের স্যাটিসফ্যাকশন বৃদ্ধি করতে চাই। টিম পরিচালনার মাধ্যমে প্রতিষ্ঠানের লক্ষ্য অর্জনে সক্রিয়ভাবে অবদান রাখতে ইচ্ছুক।
resume_29.txt,Experience,"মে ২০২০ থেকে কুইক সেবা লিমিটেডে কাস্টমার সার্ভিস ম্যানেজার হিসেবে ২০ সদস্যের টিমের রিক্রুটমেন্ট, ট্রেনিং এবং পারফরম্যান্স ব্যবস্থাপনায় দক্ষতা রয়েছে। এই সময়ে তিনি অভিজ্ঞতা অর্জন করেছেন।"
resume_29.txt,Education,প্রার্থী ২০১৫ থেকে ২০১৭ পর্যন্ত জাতীয় বিশ্ববিদ্যালয় থেকে মার্কেটিং বিষয়ে এমবিএ সম্পন্ন করে ৪.০ স্কেলে ৩.৪০ জিপিএ অর্জন করেছেন। এছাড়া তিনি ম্যানেজমেন্টে বি.বি.এ (ব্যবস্থাপনায় অভিজ্ঞতা রাখেন) ডিগ্রি অর্জন করতে সক্ষম হয়েছেন।
resume_29.txt,Skill,প্রার্থী টিম লিডারশিপ ও ম্যানেজমেন্টে দক্ষ এবং কাস্টমার রিলেশনশিপ পরিচালনা করতে পারদর্শী। তিনি performance মান বিশ্লেষণ ও সংঘাত সমাধানের ক্ষেত্রে অভিজ্ঞতা রাখেন।
resume_3.txt,Objective,জুনিয়র সফ্টওয়্যার ডেভেলপার হিসেবে ক্যারিয়ার শুরু করতে ইচ্ছুক। প্রোগ্রামিং জ্ঞান ও সমস্যা সমাধানের দক্ষতা ব্যবহার করে শিখতে ও বৃদ্ধি করতে চাই।
resume_3.txt,Experience,আইটি সেন্টার লিমিটেডে সফ্টওয়্যার ডেভেলপমেন্ট ইন্টার্ন হিসেবে জুন ২০২১ থেকে আগস্ট ২০২১ পর্যন্ত কাজ করছেন। তিনি একটি কোম্পানির ইন্টার্নাল ম্যানেজমেন্ট সিস্টেমের UI কম্পোনেন্ট ব্যবহার করে তথ্য প্রদান করেছেন।
resume_3.txt,Education,শাহজালাল বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয় থেকে ২০১৮ থেকে ২০২২ পর্যন্ত কম্পিউটার সায়েন্স ও ইঞ্জিনিয়ারিং-এ বি.এসসি. সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৫০ অর্জিত।
resume_3.txt,Skill,"প্রার্থী পাইথন, জাভা, সি এবং জাভাস্ক্রিপ্টসহ বিভিন্ন প্রোগ্রামিং ভাষায় দক্ষতা রাখেন, পাশাপাশি HTML,CSS, JavaScript, Vue.js ও node.js ব্যবহার করে ওয়েব ডেটাবেজ পরিচালনা করতে পারদর্শী। তিনি AWS ও Firebase ডাটাবেজে অভিজ্ঞতা অর্জন করে ব্যাকএন্ড ডেভেলপমেন্ট ও ভিজ্যুয়াল ডিপ্লয়মেন্টে দক্ষতার সঙ্গে কাজ করতে সক্ষম, Git, VS"
resume_30.txt,Objective,মেডিকেল ইকুইপমেন্টে এমবেডেড সফটওয়্যার ও ডেটা বিশ্লেষণ সিস্টেম তৈরি করতে ইচ্ছুক। এই মাধ্যমে স্বাস্থ্যসেবা প্রযুক্তির উন্নয়নে গুরুত্বপূর্ণ অবদান রাখতে চান।
resume_30.txt,Experience,"মেডিকেয়ার হসপিটাল এন্ড ডায়াগনস্টিক সেন্টারে সফটওয়্যার ইঞ্জিনিয়ার হিসেবে তিনি সি এবং সি++ প্রোগ্রামিং ভাষায় মাইক্রোকন্ট্রোলার (STM32, Raspberry) ব্যবহার করে ডেটা প্রক্রিয়াকরণ ও কন্ট্রোল করেছেন। তিনি নভেম্বর ২০২০ থেকে এই লক্ষ্য অর্জনের জন্য STM32‐এ উচ্চমানের ডিপ্লয়মেন্ট তৈরি করে ভেন্টিলেটর ও ইসিজি মেশিনের সেন্সর"
resume_30.txt,Education,খুলনা বিশ্ববিদ্যালয় থেকে ২০১৫ থেকে ২০১৯ পর্যন্ত বায়োমেডিকাল ইঞ্জিনিয়ারিং-এ বি.এসসি. সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৪৮ অর্জিত।
resume_30.txt,Skill,"প্রার্থী সি, সি++ এবং আরটিওএস ব্যবহার করে এমবেডেড সিস্টেম প্রোগ্রামিংে দক্ষতা রয়েছে, পাশাপাশি STM32, Raspberry Pi3 ওESP32 মাইক্রোকন্ট্রোলার প্রোগ্রামিংয়ে পারদর্শী। তিনি ম্যাটল্যাব ও পাইথন ( SciPy, Pandas) সহ ফিজিওলজিক্যাল সিগন্যাল প্রসেসিং পরিচালনা করতে সক্ষম, MQTT, ব্লুটুথ ও ওয়াই‐ফাই-এ অভিজ্ঞতা রাখেন"
resume_31.txt,Objective,কন্টেন্ট পারফরম্যান্স ও অডিয়েন্স ইনসাইট বিশ্লেষণের মাধ্যমে ডেটা-চালিত সোশ্যাল মিডিয়া স্ট্র্যাটেজি তৈরি করতে ইচ্ছুক। এই লক্ষ্য অর্জনের জন্য তিনি গুরুত্বপূর্ণ ভূমিকা পালন করতে চান।
resume_31.txt,Experience,"ডিজিটাল ব্রেইন লিমিটেডে সোশ্যাল মিডিয়া ডেটা অ্যানালিস্ট হিসেবে তিনি এক্সেল ও গুগল শিটস ব্যবহার করে ক্যাম্পেইনের ডেটা ট্র্যাক ও বিশ্লেষণ করেছেন। তিনি আগস্ট ২০২০ থেকে বর্তমান পর্যন্ত এভাবে ক্যাম্পেনের ফলাফল পর্যবেক্ষণ করেছেন, পাশাপাশি এই দক্ষতা প্রয়োগ করছেন।"
resume_31.txt,Education,"ইডেন মহিলা কলেজ থেকে ইংরেজি সাহিত্য বিষয়ে বি.এ সম্পন্ন করেছেন, যেখানে সিজিপিএ ৩.৩০/৪.০০ অর্জন করেছেন। এছাড়া, ২০১৬ থেকে ২০২০ পর্যন্ত পড়াশোনার সময় মোট জিপিএ ৪.০০ সর্বোচ্চ অর্জিত হয়েছে।"
resume_31.txt,Skill,"এক্সেল ও গুগল শিটস ব্যবহার করে ডেটা বিশ্লেষণ এবং ফেসবুক ইনসাইটস ও ইনস্টাগ্রাম অ্যানালিটিক্সে দক্ষতা রয়েছে। পাওয়ার বিআই দিয়ে ডেটা ভিজুয়ালাইজেশন করতে পারদর্শী, পাশাপাশি কন্টেন্ট স্ট্র্যাটেজি ও কমিউনিটি ম্যানেজমেন্টে অভিজ্ঞতা রাখেন।"
resume_32.txt,Objective,ফুড প্রোডাকশন ও কোয়ালিটি ডেটা বিশ্লেষণের মাধ্যমে প্রোডাক্ট ডেভেলপমেন্ট ও অপারেশনাল দক্ষতা উন্নত করতে ইচ্ছুক। এই ক্ষেত্রে গুরুত্বপূর্ণ অবদান রাখতে চান।
resume_32.txt,Experience,"ডেটা বিশ্লেষক হিসেবে ফ্রেশ ফুডস লিমিটেডে জুন ২০২০ থেকে বর্তমান পর্যন্ত এক্সেল ও এসকিউএল ব্যবহার করে কোয়ালিটি কন্ট্রোল টেস্টের ডেটা সংগ্রহ ও বিশ্লেষণ করেছেন। এছাড়া, অ্যানালাইসিসিংয়ে দক্ষতাও রয়েছে।"
resume_32.txt,Education,বাংলাদেশ কৃষি বিশ্ববিদ্যালয় থেকে ২০১৬ থেকে ২০২০ পর্যন্ত ফুড টেকনোলজিতে বি.এসসি. সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৫০ অর্জিত।
resume_32.txt,Skill,"প্রার্থী এক্সেল ও বেসিক এসকিউএল ব্যবহার করে ডেটা বিশ্লেষণ এবং পাওয়ার বিআই দিয়ে ডেটা ভিজুয়ালাইজেশন করতে পারদর্শী। তিনি কোয়ালিটি কন্ট্রোল ও ডেটা ম্যানেজমেন্টে দক্ষতা রাখেন, পাশাপাশি ফুড সেফটি স্ট্যান্ডার্ড (HACCP, GMP) ও ল্যাবরেটরি টেস্টিং পরিচালনা করতে সক্ষম।"
resume_33.txt,Objective,শিক্ষার্থীদের পারফরম্যান্স ডেটা বিশ্লেষণ করে শিক্ষার মান উন্নত করতে ইচ্ছুক। পাঠ পরিকল্পনা অপটিমাইজেশনে গুরুত্বপূর্ণ ভূমিকা পালন করতে চান।
resume_33.txt,Experience,ব্রাইট ফিউচার কলেজে ডেটা বিশ্লেষক হিসেবে এক্সেল ও এসকিউএল ব্যবহার করে শিক্ষার্থীর ফলাফল সংগ্রহ ও বিশ্লেষণ করেছেন। পূর্বে জানুয়ারি ২০২০ থেকে বর্তমান পর্যন্ত ব্রাইট ফাউচার কলেজ থেকে এডুকেশন টেকনোলজি পর্যন্ত শিক্ষার্থীদের পরীক্ষায় দক্ষতা অর্জন করেছি।
resume_33.txt,Education,"প্রার্থী ২০১৬ থেকে ২০১৭ পর্যন্ত ঢাকা বিশ্ববিদ্যালয় থেকে ইংলিশ লিটারেচারে এম.এ সম্পন্ন করে ৩.৬৫/৪.০০ জিপিএ অর্জন করেছেন। এছাড়া, ২০১৬‐২০১৭ সালে তিনি পেশাদার সার্টিফিকেট ইন ডেটা অ্যানালিটিক্সে উচ্চমানের ডিগ্রি অর্জন করতে সক্ষম হয়েছেন।"
resume_33.txt,Skill,প্রার্থী এক্সেল ও এসকিউএল ব্যবহার করে ডেটা বিশ্লেষণে দক্ষ এবং পাওয়ার বিআই দিয়ে ডেটা ভিজুয়ালাইজেশন করতে পারদর্শী। তিনি শিক্ষার্থী পারফরম্যান্স অ্যাসেসমেন্ট ও ইভ্যালুয়েশনসহ শিক্ষা সংক্রান্ত ডেটা ব্যবস্থাপনায় অভিজ্ঞতা রাখেন।
resume_34.txt,Objective,রিয়েল এস্টেট মার্কেটের ট্রেন্ড বিশ্লেষণ ও প্রপার্টি ভ্যালয়েশন ডেটা ম্যানেজমেন্টের মাধ্যমে প্রতিষ্ঠানের ব্যবসায়িক সিদ্ধান্ত গ্রহণে গুরুত্বপূর্ণ অবদান রাখতে ইচ্ছুক। ডেটা সংরক্ষণ ও উন্নয়ন কাজে দক্ষতা অর্জন করে ব্যবসার কার্যকারিতা বৃদ্ধি করতে চান।
resume_34.txt,Experience,"মার্চ ২০২০ থেকে সিটি প্রপার্টিজ লিমিটেডে ডেটা বিশ্লেষক হিসেবে এক্সেল, গুগল শিটস এবং পাইথন ব্যবহার করে উন্নয়ন ও বিক্রয় সংক্রান্ত ডেটা সংগ্রহ ও বিশ্লেষণ করেছেন। এছাড়া, এক্সেল-টুগল শিটসের মাধ্যমে ব্যবসায়িক ফলাফল তৈরি করতে সক্ষম হয়েছেন।"
resume_34.txt,Education,"জাতীয় বিশ্ববিদ্যালয় থেকে ২০১৪ থেকে ২০১৮ পর্যন্ত মার্কেটিং বিষয়ে বি.বি.এ সম্পন্ন করেছেন। সিজিপিএ ৩.০০, সর্বোচ্চ ৪.০০ স্কেলে।"
resume_34.txt,Skill,"প্রার্থী এক্সেল ও গুগল শিটস ব্যবহার করে ডেটা বিশ্লেষণে দক্ষ এবং পাওয়ার বিআই দিয়ে ডেটা ভিজুয়ালাইজেশন করতে পারদর্শী। তিনি প্রপার্টি মার্কেটের প্রবণতা, সেলস ডেটা ব্যবস্থাপনায় অভিজ্ঞতা রাখেন।"
resume_35.txt,Objective,ডিজিটাল লাইব্রেরি সিস্টেম ও গবেষণা ডেটাবেস থেকে তথ্য সংগ্রহ ও বিশ্লেষণ করে প্রতিষ্ঠানের তথ্য ব্যবস্থাপনা উন্নত করতে ইচ্ছুক। এই লক্ষ্য অর্জনের মাধ্যমে ব্যবসায়িক কার্যক্রমে সক্রিয়ভাবে অবদান রাখতে চান।
resume_35.txt,Experience,"ইস্ট ওয়েস্ট ইউনিভার্সিটি থেকে ডেটা বিশ্লেষক হিসেবে এক্সেল ও এসকিউএল ব্যবহার করে লাইব্রেরি ম্যানেজমেন্ট সিস্টেম তৈরি করে বই ইস্যু‐রিটার্ন ও ব্যবহারকারীর ডেটা সংগ্রহ ও বিশ্লেষণ করেছেন। পূর্বে তিনি Koha শহর থেকে কম্পিউটার ল্যাবরেটরিতে অভিজ্ঞতা অর্জন করেছেন, পাশাপাশি বই অপটিমাইজেশন এবং ব্যবহারের কার্যকারিতা পর্যবেক্ষণ করছেন।"
resume_35.txt,Education,"ঢাকা বিশ্ববিদ্যালয় থেকে ২০১৮ থেকে ২০২০ পর্যন্ত লাইব্রেরি ও ইনফরমেশন সায়েন্সে এম.এ সম্পন্ন করে ৩.৬০/৪.০০ জিপিএ অর্জন করেছেন। এছাড়া, ২০১৮‐২০২০ সালে তিনি বি.এ (অনার্স) ডিগ্রি অর্জিত করে ৪.০ স্কেলে ৩.৭০ সিজিপিএ অর্জিয়েছেন।"
resume_35.txt,Skill,"ডেটা বিশ্লেষণে এক্সেল এবং বেসিক এসকিউএল ব্যবহার করে দক্ষতা রয়েছে, পাশাপাশি পাওয়ার বিআই দিয়ে ডেটা ভিজুয়ালাইজেশন করতে পারদর্শী। লাইব্রেরি ম্যানেজমেন্ট সিস্টেম ( Koha) থেকে তথ্য সংগ্রহ ও ব্যবস্থাপনা করেন।"
resume_36.txt,Objective,ডাটা-ড্রিভেন প্রতিষ্ঠানে ডাটা সায়েন্টিস্ট হিসেবে কাজ করে মেশিন লার্নিং মডেল তৈরি করতে ইচ্ছুক। প্রেডিক্টিভ অ্যানালিটিক্সের মাধ্যমে ব্যবসায়িক সমস্যার সমাধানে সক্রিয়ভাবে অবদান রাখতে চাই।
resume_36.txt,Experience,"ডাটা ল্যাবস বাংলাদেশে জুনিয়র ডাটা সায়েন্টিস্ট হিসেবে Python ব্যবহার করে ডাটা ক্লিনিং, ফিচার ইঞ্জিনিয়ারিং এবং মডেল ট্রেনিং করতে পারদর্শী। তিনি Python‐এর Pandas ও Scikit-learn-এর মাধ্যমে কাজের অভিজ্ঞতা বৃদ্ধি করেছেন।"
resume_36.txt,Education,"প্রার্থী ২০১৯ থেকে ২০২১ পর্যন্ত বাংলাদেশ ইউনিভার্সিটি অফ প্রফেশনালস থেকে ডাটা সায়েন্সে এম.এসসি. সম্পন্ন করে ৪.০ স্কেলে ৩.৮০ জিপিএ অর্জন করেছেন। এছাড়া, ২০১৯‐২০২১ সালে কম্পিউটার সায়ন্স ও ইঞ্জিনিয়ারিং-এ উচ্চমানের সিজিপিএ অর্জিত হয়েছে।"
resume_36.txt,Skill,"প্রার্থী Python, R এবং SAP সহ বিভিন্ন প্রোগ্রামিং লাইব্রেরি ব্যবহার করে মেশিন লার্নিং অ্যাপ্লিকেশন তৈরি করতে পারদর্শী। তিনি Pandas, NumPy, Scikit‐learn এবই কন্টেইনারাইজেশন ও Tensor‐টাইম ডেটা বিশ্লেষণে দক্ষতা রাখেন। এছাড়া, Seaborn ও Power BI-তে অভিজ্ঞতা রয়েছে।"
resume_37.txt,Objective,"আই হাসপাতাল বা অপ্টিক্যাল সেন্টারে অপথোমেট্রিস্ট হিসেবে কাজ করতে ইচ্ছুক। চোখের রোগ নির্ণয়, ভিশন থেরাপি এবং চশমা বা কন্টাক্ট লেন্সের উপযুক্ত পরামর্শ দিয়ে রোগীদের সেবা নিশ্চিত করতে চান।"
resume_37.txt,Experience,"মে ২০২০ থেকে ভিশন কেয়ার সেন্টারে রেজিস্ট্রার্ড অপথোমেট্রিস্ট হিসেবে কাজ করছেন, যেখানে তিনি চোখের সম্পূর্ণ পরীক্ষা করেন। তিনি রিফ্র্যাকশন, টোনোমেট্রি এবং স্লিট ল্যাম্প এক্সাম ব্যবহার করে ব্যাকএন্ড ডেভেলপমেন্টে দক্ষতা অর্জন করেছেন।"
resume_37.txt,Education,চট্টগ্রাম মেডিকেল বিশ্ববিদ্যালয় থেকে ২০১৬ থেকে ২০২০ পর্যন্ত অপথোমেট্রিতে বি.এসসি. সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৭০ অর্জিত।
resume_37.txt,Skill,"চোখের রোগ নির্ণয়, অপথোমেট্রিক ইকুইপমেন্ট ও ভিশন থেরাপি ব্যবহার করে দক্ষতা রয়েছে, পাশাপাশি রোগীর সাথে যোগাযোগের দায়িত্ব পালন করতে সক্ষম। রোগীদের সঙ্গে সংঘাত মোকাবেলায় অভিজ্ঞতা রাখেন।"
resume_38.txt,Objective,"স্কেলেবল ডেটা পাইপলাইন নির্মাণ, ইটিএল প্রক্রিয়ার অটোমেশন এবং ডেটা ইনফ্রাস্ট্রাকচার পরিচালনার মাধ্যমে প্রতিষ্ঠানের ডেটা‐চালিত সিদ্ধান্ত গ্রহণে গুরুত্বপূর্ণ অবদান রাখতে ইচ্ছুক। এই ক্ষেত্রে দক্ষতা ও কার্যকারিতা বৃদ্ধি করতে চান।"
resume_38.txt,Experience,সেপ্টেম্বর ২০২০ থেকে ক্লাউডটেক সলিউশনসে ডেটা ইঞ্জিনিয়ার হিসেবে অ্যাপাচি এয়ারফ্লো ব্যবহার করে ইটিএল পাইপলাইন ডিজাইন ও অটোমেশন করছেন। এই সময়ে তিনি বর্তমান পর্যন্ত ক্লাউডেস্ক সমাধানের দায়িত্ব পালন করেছেন।
resume_38.txt,Education,"প্রার্থী ২০১৪ থেকে ২০১৮ পর্যন্ত আমেরিকান ইন্টারন্যাশনাল ইউনিভার্সিটি‐বাংলাদেশ থেকে কম্পিউটার সায়েন্স ও ইঞ্জিনিয়ারিং-এ বি.এসসি. সম্পন্ন করেছেন। সিজিপিএ ৪.০০ স্কেলে ৩.৪০ অর্জন করেছেন, যা বাংলাদেশের উচ্চমানের শিক্ষাগত ফলাফল নির্দেশ করে।"
resume_38.txt,Skill,"প্রার্থী অ্যাপাচি এয়ারফ্লো ব্যবহার করে ইটিএল অর্কেস্ট্রেশন করতে পারদর্শী, পাশাপাশি পাইথন (প্যান্ডাস), এসকিউএল ও বাশসহ বিভিন্ন প্রোগ্রামিং ভাষায় দক্ষতা রাখেন। তিনি AWS (S3, Redshift, Glue, Lambda) ও মৌলিক রক্ষণাবেক্ষণ প্ল্যাটফর্মের মাধ্যমে ডেটা পরিচালনা করতে সক্ষম এবং PostgreSQL ও DB‐এ ডেটাবেজ পরিচালনায় পারদর্শ"
resume_39.txt,Objective,"জটিল আর্থিক ডেটা বিশ্লেষণ ও রিপোর্টিংয়ে দক্ষতা ব্যবহার করে প্রতিষ্ঠানের বাজেটিং, ফোরকাস্টিং এবং কৌশলগত সিদ্ধান্ত গ্রহণে সহায়তা করতে ইচ্ছুক। এই ক্ষেত্রে গুরুত্বপূর্ণ অবদান রাখতে চান।"
resume_39.txt,Experience,"মেট্রো ম্যানুফ্যাকচারিং লিমিটেডে ফাইন্যান্সিয়াল ডেটা বিশ্লেষক হিসেবে এসকিউএল, এক্সেল এবং এক্সেল ব্যবহার করে আর্থিক বিবরণী, বাজেট ও ফোরকাস্টের ডেটা সংগ্রহ ও বিশ্লেষণ করেছেন। পূর্বে জানুয়ারি ২০২০ থেকে বর্তমান পর্যন্ত মেট্রোল ম্যানুফলফরমেশন কাজে অভিজ্ঞতা অর্জন করেছেন; এছাড়া এছাড়াও, বর্তমানে তিনি মৌলিক ভিজ্যুয়াল ডেটা‐ভিত্তিক বিশ্লে"
resume_39.txt,Education,"২০১৮ সালে ইনস্টিটিউট অফ চার্টার্ড অ্যাকাউন্ট্যান্টস অফ বাংলাদেশ থেকে সিএ সম্পন্ন করেছেন। এছাড়া, ২০১৮ থেকে পেশাদার সার্টিফিকেট ইন ডেটা অ্যানালিটিক্সে অভিজ্ঞতা রাখেন।"
resume_39.txt,Skill,"ডেটা বিশ্লেষণে এক্সেল (পাওয়ার কোয়েরি, পিভট টেবিল) ও এসকিউএল ব্যবহার করে দক্ষতা রয়েছে, পাশাপাশি পাওয়ার বিআই দিয়ে ডেটা ভিজুয়ালাইজেশন করতে পারদর্শী। ফাইন্যান্সিয়াল রিপোর্টিং এবং বাজেটিং ও ফোরকাস্টিং মডেল তৈরি করতে সক্ষম।"
resume_4.txt,Objective,মেশিন লার্নিং ও প্রেডিকটিভ অ্যানালিটিক্স ব্যবহার করে জটিল ব্যবসায়িক চ্যালেঞ্জ সমাধান করতে ইচ্ছুক। প্রতিষ্ঠানের ডেটা‐চালিত সিদ্ধান্ত গ্রহণে গুরুত্বপূর্ণ অবদান রাখতে চান।
resume_4.txt,Experience,মে ২০১৭ থেকে ডিজিটাল ইনোভেশন ল্যাব-এ ডেটা সায়েন্টিস্ট হিসেবে পাইথন ও স্কিকিট‐লার্ন ব্যবহার করে কাস্টমার চার্ন প্রেডিকশন মডেল তৈরি করছেন। চার্ন রেট ১৫% কমাতে সক্রিয়ভাবে অবদান রাখছেন।
resume_4.txt,Education,"প্রার্থী ২০১৯ থেকে ২০২১ পর্যন্ত ইউনিভার্সিটি অফ লিবারেল আর্টস বাংলাদেশ (ইউল্যাব) থেকে ডেটা সায়েন্সে এম.এসসি সম্পন্ন করে ৪.০ স্কেলে ৩.৪০ জিপিএ অর্জন করেছেন। এছাড়া, ২০১৯‐২০২১ সালে উল্লেখিত শিক্ষাকালীন সিজিপিএ ৪.০০ এর মধ্যে ৩.৩৪০ অর্জিত।"
resume_4.txt,Skill,"প্রার্থী পাইথন, আর এবং এসকিউএল সহ বিভিন্ন প্রোগ্রামিং ভাষায় দক্ষতা রাখেন, পাশাপাশি স্কিকিট‐লার্ন, টেনসরফ্লো, কেরাস ও পাইটর্চ ব্যবহার করে মেশিন লার্নিং মডেল তৈরি করতে পারদর্শী। তিনি প্যান্ডাস, নামপাই ও dplyr দিয়ে ডেটা ম্যানিপুলেশন, টেবলু, পাওয়ার বিআই, ম্যাটপ্লটলিব, সিবোর্নসহ ggplot2 দিয়ে ভিজুয়ালাইজ"
resume_40.txt,Objective,প্রাণীর রোগ সংক্রান্ত ডেটা ও চিকিৎসা ইতিহাস বিশ্লেষণ করে রোগ প্রতিরোধে সহায়তা করতে ইচ্ছুক। স্বাস্থ্য ব্যবস্থাপনা উন্নয়নে গুরুত্বপূর্ণ ভূমিকা পালন করতে চান।
resume_40.txt,Experience,"মার্চ ২০২০ থেকে পেট কেয়ার অ্যানিমাল হসপিটালে ভেটেরিনারি ডেটা বিশ্লেষক হিসেবে এক্সেল, এসকিউএল এবং EMR ব্যবহার করে রোগীর ইলেকট্রনিক মেডিকেল রেকর্ড থেকে ডেটা সংগ্রহ ও বিশ্লেষণ করেছেন। এছাড়া, EMR-তে রোগীদের মূল্যবান ডেটা প্রস্তুত করেছি।"
resume_40.txt,Education,ডক্টর অফ ভেটেরিনারি মেডিসিন (DVM) ডিগ্রি তিনি বাংলাদেশ কৃষি বিশ্ববিদ্যালয় থেকে ২০১৪ থেকে ২০১৯ পর্যন্ত সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৬০ অর্জিত।
resume_40.txt,Skill,"প্রার্থী এক্সেল ও বেসিক এসকিউএল ব্যবহার করে ডেটা বিশ্লেষণ এবং পাওয়ার বিআই দিয়ে ডেটা ভিজুয়ালাইজেশন করতে পারদর্শী। তিনি ইলেকট্রনিক মেডিকেল রেকর্ড (EMR) পরিচালনা, রোগ নির্ণয় ও চিকিৎসা সংক্রান্ত ডেটা ট্র্যাকিংয়ে দক্ষতা রাখেন।"
resume_41.txt,Objective,প্রোডাকশন ডেটা ও অপারেশনাল মেট্রিক্স বিশ্লেষণের মাধ্যমে উৎপাদন প্রক্রিয়ার দক্ষতা বৃদ্ধি করতে ইচ্ছুক। সিদ্ধান্ত গ্রহণে গুরুত্বপূর্ণ অবদান রাখতে চান।
resume_41.txt,Experience,"প্রিমিয়ার গার্মেন্টস লিমিটেডে ডেটা বিশ্লেষক হিসেবে এক্সেল, মিনিট্যাব এবং পাইথন ব্যবহার করে প্রোডাকশন লাইনের ওয়ার্কফ্লো ডেটা সংগ্রহ ও বিশ্লেষণ করেছেন। পূর্বে নভেম্বর ২০২০ থেকে বর্তমান পর্যন্ত এই দুইটি ক্ষেত্রে দক্ষতা রয়েছে।"
